ROI,Measure,Subject#1,Subject#2,Subject#3,Subject#4,Subject#5,Subject#6,Subject#7,Subject#8,Subject#9,Subject#10,Subject#11,Subject#12,Subject#13,Subject#14,Subject#15,Subject#16,,Average,Standard error
ROI#2,N~=AV,[0.094205;-0.072867],[0.000341;-0.000390],[-0.083902;0.095983],[0.035188;0.029358],[-0.011295;0.018990],[0.052258;-0.017952],[0.005858;-0.000435],[0.011831;0.009896],[0.012878;0.083515],[0.094815;-0.047122],[0.027579;0.055904],[-0.012578;0.022545],[0.050676;-0.018609],[0.054781;-0.073092],[0.033315;-0.023434],[0.035698;-0.036662],,[0.025103;0.001602],[0.010826;0.012338],6.756173,(2;14),0.008835
ROI#2,N~=FW,[0.046455;-0.057966],[-0.022264;0.012713],[-0.060332;0.115190],[0.057929;0.010765],[-0.012918;0.015791],[0.011784;0.035951],[-0.035479;0.049333],[0.016679;0.003609],[-0.035186;0.138310],[-0.015638;0.101630],[0.031862;0.038583],[-0.047705;0.109341],[0.003224;0.118550],[0.149028;-0.129568],[0.063256;-0.028705],[-0.082292;0.093268],,[0.004275;0.039175],[0.014284;0.018213],9.076278,(2;14),0.002967
ROI#2,AJ~=V,[-0.011479;0.015649],[0.038243;-0.028144],[0.029236;-0.057797],[-0.078859;0.082990],[-0.042833;0.027935],[-0.036719;0.009165],[0.001282;0.015325],[0.035998;-0.057597],[0.009544;0.023440],[0.037101;-0.035032],[0.038968;0.001208],[0.067471;-0.063238],[0.021937;-0.026593],[0.030207;-0.052523],[0.019159;-0.012890],[0.000195;0.001820],,[0.009966;-0.009768],[0.009323;0.009909],0.539721,(2;14),0.594565
ROI#2,AJ~=AV,[0.035997;-0.036695],[0.020250;-0.008286],[0.020347;-0.023169],[-0.066064;0.080476],[-0.052829;0.027356],[0.001643;-0.006025],[-0.010669;0.011136],[0.018439;-0.012243],[-0.031189;0.034989],[0.050919;-0.048670],[0.031317;0.023678],[0.073794;-0.018693],[0.052414;-0.064697],[0.043594;-0.071929],[0.008776;-0.020978],[0.016069;-0.022069],,[0.013300;-0.009739],[0.009547;0.009738],0.933904,(2;14),0.416177
ROI#2,AJ~=FW,[-0.011808;-0.021849],[0.008187;0.015360],[0.025848;-0.022030],[-0.032363;0.072843],[-0.045675;0.032934],[-0.054204;0.032505],[-0.046534;0.066375],[0.025660;-0.016157],[-0.053115;0.115922],[-0.088444;0.071172],[0.043024;0.013780],[-0.011502;0.017934],[-0.001027;0.066473],[0.141850;-0.124397],[0.038300;-0.026666],[-0.087192;0.122590],,[-0.009312;0.026049],[0.014463;0.015425],2.737033,(2;14),0.099243
ROI#2,V~=AV,[0.049152;-0.050667],[-0.018219;0.019632],[-0.028574;0.014943],[0.007285;-0.008024],[-0.004074;0.005343],[0.025212;-0.028340],[0.001127;0.008889],[-0.030118;0.032794],[-0.021361;0.030921],[0.014757;-0.012698],[-0.016768;0.013353],[-0.015349;0.022874],[0.036164;-0.032416],[0.016076;-0.016717],[0.001062;0.003358],[0.019873;-0.019890],,[0.002265;-0.001040],[0.005863;0.006043],0.419950,(2;14),0.665088
ROI#2,V~=FW,[-0.001075;-0.038243],[-0.031694;0.041866],[-0.015673;0.023481],[0.021811;-0.034832],[-0.000447;0.007394],[-0.015556;0.025269],[-0.049139;0.049727],[-0.023371;0.028407],[-0.074379;0.080762],[-0.139969;0.091780],[0.008425;0.016942],[-0.073061;0.087085],[-0.042428;0.073603],[0.090029;-0.093488],[0.021439;-0.011478],[-0.096755;0.111403],,[-0.026365;0.028730],[0.013550;0.013733],2.042470,(2;14),0.166601
ROI#2,AV~=FW,[-0.061909;0.000742],[-0.026638;0.009070],[0.000233;-0.004130],[0.013863;-0.027471],[0.021379;0.019802],[-0.045054;0.049323],[-0.037542;0.053562],[0.004978;-0.006156],[-0.060302;0.042557],[-0.152536;0.106669],[0.028879;0.007275],[-0.031352;0.090571],[-0.103399;0.081212],[0.064221;-0.086502],[0.017706;-0.017507],[-0.122447;0.125473],,[-0.030620;0.027781],[0.014790;0.013816],2.099352,(2;14),0.159446
ROI#1,Within_N>0,0.187417,-0.133548,0.072583,0.346681,0.594114,0.249122,-0.003860,-0.045696,0.705246,0.614137,0.362493,-0.672542,0.241679,-0.026133,-0.273145,0.800401,,0.188684,0.097008,1.945047,15,0.035381
ROI#1,Within_AJ>0,0.347225,-0.034780,0.299147,0.260153,0.682450,0.317654,-0.050217,-0.025001,0.766173,0.642332,0.476441,-0.664727,0.526265,-0.043689,-0.344407,0.799929,,0.247184,0.103621,2.385459,15,0.015342
ROI#1,Within_V>0,0.220844,-0.172707,0.177682,0.538653,0.736303,0.131908,-0.131363,-0.051892,0.757352,0.716538,0.535228,-0.698368,0.351879,0.020857,-0.332859,0.887031,,0.230443,0.112049,2.056618,15,0.028776
ROI#1,Within_AV>0,0.265820,-0.136483,0.252387,0.563432,0.736988,0.141699,-0.115687,0.000177,0.866705,0.588426,0.585857,-0.605614,0.336020,-0.075911,-0.342337,0.932619,,0.249631,0.111113,2.246638,15,0.020073
ROI#1,Within_FW>0,0.226933,-0.166657,0.221707,0.513804,0.793078,-0.045292,-0.213132,-0.171169,0.928720,0.673783,0.433130,-0.756870,0.514389,-0.021404,-0.366870,0.921692,,0.217865,0.123573,1.763054,15,0.049123
ROI#1,Within_N>Between_N_AJ,-0.066235,-0.029861,-0.144677,0.047668,-0.036712,-0.038892,0.027404,-0.002058,-0.012098,0.019631,-0.051901,0.020277,-0.136006,-0.011320,0.042146,0.000878,,-0.023235,0.014068,-1.651572,15,0.940302
ROI#1,Within_N>Between_N_V,-0.008406,0.018890,-0.023845,-0.077722,-0.061480,0.065942,0.060268,-0.001606,0.036014,-0.006749,-0.074195,0.021166,-0.058195,-0.030191,0.046974,-0.031505,,-0.007790,0.011659,-0.668176,15,0.742914
ROI#1,Within_N>Between_N_AV,-0.021864,0.009496,-0.088636,-0.085057,-0.068778,0.062280,0.055981,-0.027246,0.006711,0.061868,-0.101045,-0.023313,-0.047270,0.009611,0.056412,-0.060269,,-0.016320,0.014091,-1.158215,15,0.867557
ROI#1,Within_N>Between_N_FW,-0.019035,0.014758,-0.026948,-0.055482,-0.096113,0.166539,0.094911,0.060598,0.000557,0.010111,-0.008959,0.062792,-0.130352,0.046141,0.055362,-0.044217,,0.008166,0.018398,0.443870,15,0.331736
ROI#1,Within_AJ>Between_AJ_N,0.093574,0.068907,0.081887,-0.038861,0.051624,0.029640,-0.018953,0.018637,0.048829,0.047827,0.062047,0.028091,0.148580,-0.028876,-0.029116,0.000406,,0.035265,0.012770,2.761460,15,0.007273
ROI#1,Within_AJ>Between_AJ_V,0.064840,0.070780,0.058215,-0.131228,-0.024339,0.085714,0.043945,-0.003762,0.042075,-0.032720,-0.020967,0.014664,0.085174,-0.057691,-0.017797,-0.027948,,0.009310,0.014930,0.623552,15,0.271144
ROI#1,Within_AJ>Between_AJ_AV,0.034502,0.083934,0.030372,-0.144071,-0.034752,0.086868,0.037417,-0.013845,-0.022801,0.017412,-0.048132,-0.031703,0.094022,-0.032300,-0.020618,-0.066435,,-0.001883,0.015688,-0.120034,15,0.546975
ROI#1,Within_AJ>Between_AJ_FW,0.063971,0.095635,0.045605,-0.112473,-0.058422,0.179839,0.090439,0.079586,-0.027198,0.030082,0.043910,0.035482,0.016454,0.012601,0.013759,-0.045275,,0.029000,0.017354,1.671045,15,0.057720
ROI#1,Within_V>Between_V_N,0.025021,-0.020270,0.081253,0.114250,0.080710,-0.051273,-0.067235,-0.007802,0.088120,0.095652,0.098539,-0.004661,0.052005,0.016799,-0.012740,0.055125,,0.033968,0.014258,2.382434,15,0.015433
ROI#1,Within_V>Between_V_AJ,-0.061542,-0.067148,-0.063250,0.147272,0.029514,-0.100033,-0.037200,-0.030654,0.033254,0.041487,0.037819,-0.018977,-0.089212,0.006855,-0.006248,0.059154,,-0.007432,0.016133,-0.460660,15,0.674175
ROI#1,Within_V>Between_V_AV,-0.022053,-0.010831,-0.045931,-0.012563,-0.002207,-0.004863,-0.006699,-0.029159,-0.038515,0.067372,-0.026258,-0.046242,0.009650,0.049749,0.005190,-0.020735,,-0.008381,0.007785,-1.076518,15,0.850647
ROI#1,Within_V>Between_V_FW,-0.007573,0.001283,-0.003806,0.015642,-0.024101,0.095192,0.037559,0.071650,-0.060542,0.030896,0.061110,0.045311,-0.069922,0.055094,0.009384,-0.005425,,0.015734,0.011364,1.384604,15,0.093213
ROI#1,Within_AV>Between_AV_N,0.056539,0.006561,0.091167,0.131693,0.074096,-0.045143,-0.055846,0.018627,0.168171,0.036157,0.122318,0.043615,0.047072,-0.040167,-0.012781,0.071948,,0.044627,0.016285,2.740412,15,0.007588
ROI#1,Within_AV>Between_AV_AJ,-0.046904,-0.017770,-0.016389,0.159208,0.019785,-0.089088,-0.028053,0.011333,0.077731,-0.036494,0.061283,0.027410,-0.096222,-0.064522,-0.018548,0.066255,,0.000563,0.016759,0.033624,15,0.486810
ROI#1,Within_AV>Between_AV_V,0.022923,0.025393,0.028774,0.012216,-0.001522,0.004928,0.008977,0.022910,0.070838,-0.060740,0.024371,0.046512,-0.006209,-0.047019,-0.004288,0.024852,,0.010807,0.007974,1.355282,15,0.097693
ROI#1,Within_AV>Between_AV_FW,0.014686,0.017030,0.022466,0.022306,-0.012694,0.102572,0.046697,0.081245,-0.021062,-0.026616,0.085893,0.090688,-0.077841,-0.011497,-0.000886,0.010345,,0.021458,0.012359,1.736276,15,0.051501
ROI#1,Within_FW>Between_FW_N,0.020482,-0.018351,0.122176,0.111640,0.102852,-0.127876,-0.114361,-0.064874,0.224031,0.069758,0.061678,-0.021537,0.142358,0.050870,-0.038363,0.077074,,0.037347,0.024121,1.548329,15,0.071190
ROI#1,Within_FW>Between_FW_AJ,-0.056320,-0.036242,-0.031835,0.141179,0.052206,-0.183108,-0.072475,-0.066582,0.135350,0.061533,0.000599,-0.056661,0.004578,0.034887,-0.008704,0.076488,,-0.000319,0.020802,-0.015345,15,0.506020
ROI#1,Within_FW>Between_FW_V,-0.001483,0.007333,0.040219,-0.009207,0.032674,-0.082008,-0.044210,-0.047627,0.110826,-0.011859,-0.040987,-0.013191,0.092588,0.012834,-0.024627,0.029236,,0.003157,0.012598,0.250591,15,0.402765
ROI#1,Within_FW>Between_FW_AV,-0.024200,-0.013143,-0.008213,-0.027322,0.043397,-0.084419,-0.050748,-0.090101,0.040953,0.058742,-0.066834,-0.060568,0.100528,0.043011,-0.025418,-0.000582,,-0.010307,0.013760,-0.749087,15,0.767305
ROI#1,N~=AJ,[-0.066235;0.093574],[-0.029861;0.068907],[-0.144677;0.081887],[0.047668;-0.038861],[-0.036712;0.051624],[-0.038892;0.029640],[0.027404;-0.018953],[-0.002058;0.018637],[-0.012098;0.048829],[0.019631;0.047827],[-0.051901;0.062047],[0.020277;0.028091],[-0.136006;0.148580],[-0.011320;-0.028876],[0.042146;-0.029116],[0.000878;0.000406],,[-0.023235;0.035265],[0.014068;0.012770],4.188647,(2;14),0.037518
ROI#1,N~=V,[-0.008406;0.025021],[0.018890;-0.020270],[-0.023845;0.081253],[-0.077722;0.114250],[-0.061480;0.080710],[0.065942;-0.051273],[0.060268;-0.067235],[-0.001606;-0.007802],[0.036014;0.088120],[-0.006749;0.095652],[-0.074195;0.098539],[0.021166;-0.004661],[-0.058195;0.052005],[-0.030191;0.016799],[0.046974;-0.012740],[-0.031505;0.055125],,[-0.007790;0.033968],[0.011659;0.014258],4.088037,(2;14),0.039967
ROI#1,N~=AV,[-0.021864;0.056539],[0.009496;0.006561],[-0.088636;0.091167],[-0.085057;0.131693],[-0.068778;0.074096],[0.062280;-0.045143],[0.055981;-0.055846],[-0.027246;0.018627],[0.006711;0.168171],[0.061868;0.036157],[-0.101045;0.122318],[-0.023313;0.043615],[-0.047270;0.047072],[0.009611;-0.040167],[0.056412;-0.012781],[-0.060269;0.071948],,[-0.016320;0.044627],[0.014091;0.016285],3.984980,(2;14),0.042667
ROI#1,N~=FW,[-0.019035;0.020482],[0.014758;-0.018351],[-0.026948;0.122176],[-0.055482;0.111640],[-0.096113;0.102852],[0.166539;-0.127876],[0.094911;-0.114361],[0.060598;-0.064874],[0.000557;0.224031],[0.010111;0.069758],[-0.008959;0.061678],[0.062792;-0.021537],[-0.130352;0.142358],[0.046141;0.050870],[0.055362;-0.038363],[-0.044217;0.077074],,[0.008166;0.037347],[0.018398;0.024121],4.504958,(2;14),0.030867
ROI#1,AJ~=V,[0.064840;-0.061542],[0.070780;-0.067148],[0.058215;-0.063250],[-0.131228;0.147272],[-0.024339;0.029514],[0.085714;-0.100033],[0.043945;-0.037200],[-0.003762;-0.030654],[0.042075;0.033254],[-0.032720;0.041487],[-0.020967;0.037819],[0.014664;-0.018977],[0.085174;-0.089212],[-0.057691;0.006855],[-0.017797;-0.006248],[-0.027948;0.059154],,[0.009310;-0.007432],[0.014930;0.016133],0.206228,(2;14),0.816076
ROI#1,AJ~=AV,[0.034502;-0.046904],[0.083934;-0.017770],[0.030372;-0.016389],[-0.144071;0.159208],[-0.034752;0.019785],[0.086868;-0.089088],[0.037417;-0.028053],[-0.013845;0.011333],[-0.022801;0.077731],[0.017412;-0.036494],[-0.048132;0.061283],[-0.031703;0.027410],[0.094022;-0.096222],[-0.032300;-0.064522],[-0.020618;-0.018548],[-0.066435;0.066255],,[-0.001883;0.000563],[0.015688;0.016759],0.014282,(2;14),0.985834
ROI#1,AJ~=FW,[0.063971;-0.056320],[0.095635;-0.036242],[0.045605;-0.031835],[-0.112473;0.141179],[-0.058422;0.052206],[0.179839;-0.183108],[0.090439;-0.072475],[0.079586;-0.066582],[-0.027198;0.135350],[0.030082;0.061533],[0.043910;0.000599],[0.035482;-0.056661],[0.016454;0.004578],[0.012601;0.034887],[0.013759;-0.008704],[-0.045275;0.076488],,[0.029000;-0.000319],[0.017354;0.020802],7.570378,(2;14),0.005907
ROI#1,V~=AV,[-0.022053;0.022923],[-0.010831;0.025393],[-0.045931;0.028774],[-0.012563;0.012216],[-0.002207;-0.001522],[-0.004863;0.004928],[-0.006699;0.008977],[-0.029159;0.022910],[-0.038515;0.070838],[0.067372;-0.060740],[-0.026258;0.024371],[-0.046242;0.046512],[0.009650;-0.006209],[0.049749;-0.047019],[0.005190;-0.004288],[-0.020735;0.024852],,[-0.008381;0.010807],[0.007785;0.007974],1.048221,(2;14),0.376519
ROI#1,V~=FW,[-0.007573;-0.001483],[0.001283;0.007333],[-0.003806;0.040219],[0.015642;-0.009207],[-0.024101;0.032674],[0.095192;-0.082008],[0.037559;-0.044210],[0.071650;-0.047627],[-0.060542;0.110826],[0.030896;-0.011859],[0.061110;-0.040987],[0.045311;-0.013191],[-0.069922;0.092588],[0.055094;0.012834],[0.009384;-0.024627],[-0.005425;0.029236],,[0.015734;0.003157],[0.011364;0.012598],6.681778,(2;14),0.009177
ROI#1,AV~=FW,[0.014686;-0.024200],[0.017030;-0.013143],[0.022466;-0.008213],[0.022306;-0.027322],[-0.012694;0.043397],[0.102572;-0.084419],[0.046697;-0.050748],[0.081245;-0.090101],[-0.021062;0.040953],[-0.026616;0.058742],[0.085893;-0.066834],[0.090688;-0.060568],[-0.077841;0.100528],[-0.011497;0.043011],[-0.000886;-0.025418],[0.010345;-0.000582],,[0.021458;-0.010307],[0.012359;0.013760],5.124289,(2;14),0.021384
ROI#3,Within_N>0,-0.323102,-0.199610,0.369694,0.296858,0.520457,-0.225191,0.010453,-0.013385,1.069645,0.623808,0.398231,-0.194885,0.043481,0.219092,0.047793,0.454238,,0.193598,0.093085,2.079792,15,0.027554
ROI#3,Within_AJ>0,-0.182740,-0.147804,0.270411,0.134586,0.623255,-0.301128,-0.096826,-0.090233,0.877493,0.351365,0.495371,-0.200052,0.103127,0.215537,-0.075026,0.579804,,0.159821,0.086895,1.839239,15,0.042879
ROI#3,Within_V>0,-0.289102,-0.203368,0.452625,0.403003,0.587978,-0.218846,-0.199087,-0.005709,0.865450,0.428917,0.613032,-0.233326,0.033594,0.180549,-0.073503,0.545740,,0.180497,0.093640,1.927565,15,0.036532
ROI#3,Within_AV>0,-0.223436,-0.128650,0.354540,0.448913,0.599086,-0.186068,-0.252648,0.080858,0.961526,0.286042,0.625103,-0.111680,-0.028146,0.013757,-0.118697,0.570122,,0.180664,0.093208,1.938293,15,0.035821
ROI#3,Within_FW>0,-0.169937,-0.099248,0.316151,0.240176,0.677285,-0.101165,-0.166365,-0.134115,0.962427,0.594274,0.558863,-0.192056,0.128826,0.118003,0.005787,0.632670,,0.210724,0.092646,2.274509,15,0.019025
ROI#3,Within_N>Between_N_AJ,-0.078146,-0.017596,-0.015968,0.063720,-0.050104,0.034836,0.005667,0.034423,0.109292,0.162566,-0.012296,0.000645,-0.023413,-0.000867,0.052438,-0.068229,,0.012311,0.015775,0.780372,15,0.223656
ROI#3,Within_N>Between_N_V,-0.018417,0.006684,-0.003717,-0.061934,-0.037515,0.007399,-0.001591,0.008623,0.136318,0.127985,-0.055652,0.022515,0.027479,0.020229,0.061834,-0.036488,,0.012734,0.014152,0.899863,15,0.191206
ROI#3,Within_N>Between_N_AV,-0.048513,-0.038258,0.027384,-0.069518,-0.041183,-0.005762,0.015535,-0.053799,0.072728,0.217700,-0.060140,-0.040616,0.072528,0.104788,0.085262,-0.054572,,0.011473,0.020062,0.571872,15,0.287940
ROI#3,Within_N>Between_N_FW,-0.109495,-0.058444,0.059325,0.093014,-0.076687,-0.046241,0.010967,0.059880,0.082877,0.043482,-0.014203,0.013195,-0.021036,0.072949,0.035462,-0.082801,,0.003890,0.016082,0.241899,15,0.406067
ROI#3,Within_AJ>Between_AJ_N,0.062216,0.034210,-0.115251,-0.098552,0.052694,-0.041102,-0.101612,-0.042424,-0.082860,-0.109876,0.084844,-0.004522,0.036233,-0.004422,-0.070380,0.057337,,-0.021467,0.017439,-1.230990,15,0.881360
ROI#3,Within_AJ>Between_AJ_V,0.058465,0.035228,-0.130895,-0.127793,0.005231,-0.050725,0.036961,-0.049565,0.014344,-0.036787,-0.052184,0.019676,0.038173,0.016460,0.000163,0.017943,,-0.012832,0.014235,-0.901414,15,0.809193
ROI#3,Within_AJ>Between_AJ_AV,0.030575,-0.001231,-0.070688,-0.136170,-0.010346,-0.064705,0.062485,-0.089257,-0.048035,0.043883,-0.062432,-0.038838,0.079427,0.102613,0.003284,-0.002030,,-0.012592,0.016406,-0.767506,15,0.772653
ROI#3,Within_AJ>Between_AJ_FW,-0.018163,0.000308,-0.027689,0.014194,-0.027180,-0.094346,0.057522,0.001180,-0.034019,-0.122725,-0.003346,-0.011415,0.004649,0.059425,-0.031891,-0.010728,,-0.015264,0.011468,-1.330965,15,0.898461
ROI#3,Within_V>Between_V_N,0.015582,0.002926,0.079214,0.044212,0.030006,0.013744,-0.211130,0.016300,-0.067877,-0.066906,0.159149,-0.015926,0.017592,-0.018314,-0.059462,0.055014,,-0.000367,0.020029,-0.018334,15,0.507193
ROI#3,Within_V>Between_V_AJ,-0.047898,-0.020336,0.051320,0.140625,-0.030046,0.031558,-0.065299,0.034959,0.002300,0.040765,0.065477,-0.013598,-0.031360,-0.018527,0.001686,-0.016121,,0.007844,0.012788,0.613409,15,0.274398
ROI#3,Within_V>Between_V_AV,-0.028601,-0.036456,0.042519,-0.018418,-0.006493,-0.017870,0.023889,-0.053749,-0.051037,0.074109,-0.004747,-0.060761,0.034938,0.087966,0.023572,-0.013598,,-0.000296,0.011110,-0.026646,15,0.510453
ROI#3,Within_V>Between_V_FW,-0.080631,-0.039385,0.085513,0.115050,-0.034178,-0.058067,-0.017129,0.057771,-0.042752,-0.083325,0.039122,-0.015423,-0.024492,0.039779,-0.014581,-0.040323,,-0.007066,0.014511,-0.486937,15,0.683329
ROI#3,Within_AV>Between_AV_N,0.051154,0.032702,0.012230,0.082537,0.037447,0.033361,-0.247565,0.040445,-0.035391,-0.120066,0.166731,0.042590,0.000902,-0.100547,-0.081227,0.061312,,-0.001462,0.024307,-0.060130,15,0.523577
ROI#3,Within_AV>Between_AV_AJ,-0.010121,0.017923,0.013441,0.178157,-0.034514,0.050356,-0.093337,0.081834,0.035999,-0.021440,0.067300,0.049535,-0.051846,-0.099166,-0.040387,-0.011713,,0.008251,0.017490,0.471761,15,0.321943
ROI#3,Within_AV>Between_AV_V,0.037065,0.038262,-0.055567,0.027491,0.004615,0.014908,-0.029672,0.032818,0.045039,-0.068766,0.007324,0.060886,-0.026801,-0.078826,-0.021622,0.010784,,-0.000129,0.010590,-0.012170,15,0.504775
ROI#3,Within_AV>Between_AV_FW,-0.047513,-0.012213,0.030026,0.114116,-0.027597,-0.040373,-0.039226,0.079343,-0.017667,-0.139431,0.036492,0.043660,-0.049878,-0.039071,-0.052877,-0.030237,,-0.012028,0.015132,-0.794850,15,0.780451
ROI#3,Within_FW>Between_FW_N,0.043670,0.041919,0.005782,0.036332,0.080142,0.077784,-0.165851,-0.060850,-0.024341,0.013948,0.146430,0.016024,0.064309,-0.028141,-0.006544,0.095630,,0.021015,0.018055,1.163972,15,0.131308
ROI#3,Within_FW>Between_FW_AJ,-0.005360,0.048865,0.018052,0.119784,0.026851,0.105617,-0.012017,-0.042703,0.050916,0.120183,0.060146,-0.003418,0.030349,-0.038109,0.048921,0.042137,,0.035638,0.012553,2.838948,15,0.006221
ROI#3,Within_FW>Between_FW_V,0.038534,0.064735,-0.050961,-0.047777,0.055129,0.059614,0.015592,-0.070635,0.054225,0.082032,-0.015047,0.025847,0.070741,-0.022767,0.064709,0.046606,,0.023161,0.012289,1.884720,15,0.039497
ROI#3,Within_FW>Between_FW_AV,0.005985,0.017189,-0.008362,-0.094621,0.050602,0.044530,0.047057,-0.135630,-0.016765,0.168801,-0.029748,-0.036717,0.107095,0.065174,0.071607,0.032311,,0.018032,0.018507,0.974319,15,0.172675
ROI#3,N~=AJ,[-0.078146;0.062216],[-0.017596;0.034210],[-0.015968;-0.115251],[0.063720;-0.098552],[-0.050104;0.052694],[0.034836;-0.041102],[0.005667;-0.101612],[0.034423;-0.042424],[0.109292;-0.082860],[0.162566;-0.109876],[-0.012296;0.084844],[0.000645;-0.004522],[-0.023413;0.036233],[-0.000867;-0.004422],[0.052438;-0.070380],[-0.068229;0.057337],,[0.012311;-0.021467],[0.015775;0.017439],0.721115,(2;14),0.503415
ROI#3,N~=V,[-0.018417;0.015582],[0.006684;0.002926],[-0.003717;0.079214],[-0.061934;0.044212],[-0.037515;0.030006],[0.007399;0.013744],[-0.001591;-0.211130],[0.008623;0.016300],[0.136318;-0.067877],[0.127985;-0.066906],[-0.055652;0.159149],[0.022515;-0.015926],[0.027479;0.017592],[0.020229;-0.018314],[0.061834;-0.059462],[-0.036488;0.055014],,[0.012734;-0.000367],[0.014152;0.020029],0.517880,(2;14),0.606762
ROI#3,N~=AV,[-0.048513;0.051154],[-0.038258;0.032702],[0.027384;0.012230],[-0.069518;0.082537],[-0.041183;0.037447],[-0.005762;0.033361],[0.015535;-0.247565],[-0.053799;0.040445],[0.072728;-0.035391],[0.217700;-0.120066],[-0.060140;0.166731],[-0.040616;0.042590],[0.072528;0.000902],[0.104788;-0.100547],[0.085262;-0.081227],[-0.054572;0.061312],,[0.011473;-0.001462],[0.020062;0.024307],0.238405,(2;14),0.791018
ROI#3,N~=FW,[-0.109495;0.043670],[-0.058444;0.041919],[0.059325;0.005782],[0.093014;0.036332],[-0.076687;0.080142],[-0.046241;0.077784],[0.010967;-0.165851],[0.059880;-0.060850],[0.082877;-0.024341],[0.043482;0.013948],[-0.014203;0.146430],[0.013195;0.016024],[-0.021036;0.064309],[0.072949;-0.028141],[0.035462;-0.006544],[-0.082801;0.095630],,[0.003890;0.021015],[0.016082;0.018055],1.054977,(2;14),0.374314
ROI#3,AJ~=V,[0.058465;-0.047898],[0.035228;-0.020336],[-0.130895;0.051320],[-0.127793;0.140625],[0.005231;-0.030046],[-0.050725;0.031558],[0.036961;-0.065299],[-0.049565;0.034959],[0.014344;0.002300],[-0.036787;0.040765],[-0.052184;0.065477],[0.019676;-0.013598],[0.038173;-0.031360],[0.016460;-0.018527],[0.000163;0.001686],[0.017943;-0.016121],,[-0.012832;0.007844],[0.014235;0.012788],0.480501,(2;14),0.628306
ROI#3,AJ~=AV,[0.030575;-0.010121],[-0.001231;0.017923],[-0.070688;0.013441],[-0.136170;0.178157],[-0.010346;-0.034514],[-0.064705;0.050356],[0.062485;-0.093337],[-0.089257;0.081834],[-0.048035;0.035999],[0.043883;-0.021440],[-0.062432;0.067300],[-0.038838;0.049535],[0.079427;-0.051846],[0.102613;-0.099166],[0.003284;-0.040387],[-0.002030;-0.011713],,[-0.012592;0.008251],[0.016406;0.017490],0.431339,(2;14),0.657986
ROI#3,AJ~=FW,[-0.018163;-0.005360],[0.000308;0.048865],[-0.027689;0.018052],[0.014194;0.119784],[-0.027180;0.026851],[-0.094346;0.105617],[0.057522;-0.012017],[0.001180;-0.042703],[-0.034019;0.050916],[-0.122725;0.120183],[-0.003346;0.060146],[-0.011415;-0.003418],[0.004649;0.030349],[0.059425;-0.038109],[-0.031891;0.048921],[-0.010728;0.042137],,[-0.015264;0.035638],[0.011468;0.012553],3.954316,(2;14),0.043510
ROI#3,V~=AV,[-0.028601;0.037065],[-0.036456;0.038262],[0.042519;-0.055567],[-0.018418;0.027491],[-0.006493;0.004615],[-0.017870;0.014908],[0.023889;-0.029672],[-0.053749;0.032818],[-0.051037;0.045039],[0.074109;-0.068766],[-0.004747;0.007324],[-0.060761;0.060886],[0.034938;-0.026801],[0.087966;-0.078826],[0.023572;-0.021622],[-0.013598;0.010784],,[-0.000296;-0.000129],[0.011110;0.010590],0.020364,(2;14),0.979871
ROI#3,V~=FW,[-0.080631;0.038534],[-0.039385;0.064735],[0.085513;-0.050961],[0.115050;-0.047777],[-0.034178;0.055129],[-0.058067;0.059614],[-0.017129;0.015592],[0.057771;-0.070635],[-0.042752;0.054225],[-0.083325;0.082032],[0.039122;-0.015047],[-0.015423;0.025847],[-0.024492;0.070741],[0.039779;-0.022767],[-0.014581;0.064709],[-0.040323;0.046606],,[-0.007066;0.023161],[0.014511;0.012289],4.927521,(2;14),0.023979
ROI#3,AV~=FW,[-0.047513;0.005985],[-0.012213;0.017189],[0.030026;-0.008362],[0.114116;-0.094621],[-0.027597;0.050602],[-0.040373;0.044530],[-0.039226;0.047057],[0.079343;-0.135630],[-0.017667;-0.016765],[-0.139431;0.168801],[0.036492;-0.029748],[0.043660;-0.036717],[-0.049878;0.107095],[-0.039071;0.065174],[-0.052877;0.071607],[-0.030237;0.032311],,[-0.012028;0.018032],[0.015132;0.018507],0.484715,(2;14),0.625834

